0.00025  300.128
0.001  300.512
0.00225  301.151
0.004  302.044
0.00625  303.191
0.009  304.588
0.01225  306.234
0.016  308.125
0.02025  310.258
0.025  312.63
0.03025  315.235
0.036  318.069
0.04225  321.128
0.049  324.405
0.05625  327.897
0.064  331.595
0.07225  335.496
0.081  339.592
0.09025  343.878
0.1  348.347
0.11025  352.993
0.121  357.81
0.13225  362.792
0.144  367.931
0.15625  373.224
0.169  378.663
0.18225  384.244
0.196  389.96
0.21025  395.806
0.225  401.779
0.24025  407.872
0.256  414.083
0.27225  420.407
0.289  426.84
0.30625  433.379
0.324  440.022
0.34225  446.766
0.361  453.61
0.38025  460.552
0.4  467.59
0.42025  474.725
0.441  481.942
0.46225  489.216
0.484  496.535
0.50625  503.896
0.529  511.293
0.55225  518.724
0.576  526.185
0.60025  533.672
0.625  541.183
0.65025  548.715
0.676  556.266
0.70225  563.832
0.729  571.413
0.75625  579.005
0.784  586.608
0.81225  594.22
0.841  601.84
0.87025  609.466
0.9  617.099
0.93025  624.736
0.961  632.379
0.99225  640.026
1.024  647.677
1.05625  655.334
1.089  662.995
1.12225  670.662
1.156  678.334
1.19025  685.972
1.225  693.527
1.26025  700.987
1.296  708.353
1.33225  715.624
1.369  722.8
1.40625  729.883
1.444  736.872
1.48225  743.769
1.521  750.573
1.56025  757.286
1.6  763.908
1.64025  770.44
1.681  776.883
1.72225  783.238
1.764  789.506
1.80625  795.688
1.849  801.785
1.89225  807.799
1.936  813.73
1.98025  819.579
2.025  825.348
2.07025  831.039
2.116  836.651
2.16225  842.187
2.209  847.648
2.25625  853.037
2.304  858.382
2.35225  863.735
2.401  869.121
2.45025  874.539
2.5  879.99
2.55025  885.472
2.601  890.986
2.65225  896.532
2.704  902.108
2.75625  907.716
2.809  913.354
2.86225  919.022
2.916  924.72
2.97025  930.447
3.025  936.204
3.08025  941.99
3.136  947.805
3.19225  953.648
3.249  959.519
3.30625  965.419
3.364  971.346
3.42225  977.3
3.481  983.281
3.54025  989.289
3.6  995.324
3.66025  1001.39
3.721  1007.44
3.78225  1013.18
3.844  1018.45
3.90625  1023.27
3.969  1027.67
4.03225  1031.7
4.096  1035.39
4.16025  1038.8
4.225  1041.97
4.29025  1044.93
4.356  1047.73
4.42225  1050.4
4.489  1052.97
4.55625  1055.47
4.624  1057.91
4.69225  1060.32
4.761  1062.71
4.83025  1065.09
4.9  1067.46
4.97025  1069.83
5.041  1072.22
5.11225  1074.61
5.184  1077.01
5.25625  1079.42
5.329  1081.85
5.40225  1084.29
5.476  1086.75
5.55025  1089.22
5.625  1091.7
5.70025  1094.21
5.776  1096.72
5.85225  1099.26
5.929  1101.8
6.00625  1104.4
6.084  1107.12
6.16225  1110.05
6.241  1113.12
6.32025  1116.39
6.4  1120.88
6.48025  1126.48
6.561  1132.81
6.64225  1139.63
6.724  1146.78
6.80625  1150.36
6.889  1151.41
6.97225  1152.53
7.056  1153.68
7.14025  1153.93
7.225  1154.17
7.31025  1154.42
7.396  1154.68
7.48225  1154.93
7.569  1155.19
7.65625  1155.45
7.744  1155.71
7.83225  1155.97
7.921  1156.23
8.01025  1156.49
8.1  1156.76
8.19025  1157.02
8.281  1157.29
8.37225  1157.56
8.464  1157.82
8.55625  1158.09
8.649  1158.36
8.74225  1158.63
8.836  1158.9
8.93025  1159.17
9.025  1159.45
9.12025  1159.72
9.216  1159.99
9.31225  1160.04
9.409  1160.1
9.50625  1160.15
9.604  1160.2
9.70225  1160.25
9.801  1160.3
9.90025  1160.35
10  1160.39
10.0002  1160.43
10.0006  1160.55
10.0014  1160.74
10.0025  1161
10.0039  1161.34
10.0056  1161.75
10.0077  1162.23
10.01  1162.79
10.0127  1163.41
10.0156  1164.1
10.0189  1164.85
10.0225  1165.66
10.0264  1166.54
10.0306  1167.47
10.0352  1168.45
10.04  1169.48
10.0452  1170.56
10.0506  1171.69
10.0564  1172.85
10.0625  1174.05
10.0689  1175.28
10.0756  1176.55
10.0827  1177.83
10.09  1179.14
10.0977  1180.46
10.1056  1181.8
10.1139  1183.15
10.1225  1184.5
10.1314  1185.85
10.1406  1187.19
10.1502  1188.53
10.16  1189.86
10.1702  1191.17
10.1806  1192.46
10.1914  1193.73
10.2025  1194.97
10.2139  1196.18
10.2256  1197.36
10.2377  1198.49
10.25  1199.59
10.2627  1200.64
10.2756  1201.64
10.2889  1202.6
10.3025  1203.49
10.3164  1204.34
10.3306  1205.12
10.3452  1205.84
10.36  1206.5
10.3752  1207.09
10.3906  1207.61
10.4064  1208.07
10.4225  1208.45
10.4389  1208.76
10.4556  1208.99
10.4727  1209.15
10.49  1209.23
10.5077  1209.24
10.5256  1209.16
10.5439  1209.01
10.5625  1208.77
10.5814  1208.46
10.6006  1208.06
10.6202  1207.59
10.64  1207.03
10.6602  1206.39
10.6806  1205.67
10.7014  1204.87
10.7225  1203.99
10.7439  1203.03
10.7656  1201.99
10.7877  1200.88
10.81  1199.68
10.8327  1198.41
10.8556  1197.06
10.8789  1195.64
10.9025  1194.14
10.9264  1192.57
10.9506  1190.92
10.9752  1189.21
11  1187.42
11.0252  1185.57
11.0506  1183.65
11.0764  1181.66
11.1025  1179.6
11.1289  1177.49
11.1556  1175.31
11.1827  1173.07
11.21  1170.77
11.2377  1168.41
11.2656  1165.99
11.2939  1163.52
11.3225  1161
11.3514  1158.42
11.3806  1155.79
11.4102  1153.11
11.44  1150.38
11.4702  1147.6
11.5006  1144.78
11.5314  1141.91
11.5625  1139
11.5939  1136.05
11.6256  1133.06
11.6577  1130.03
11.69  1126.95
11.7227  1123.85
11.7556  1120.7
11.7889  1117.53
11.8225  1114.32
11.8564  1111.07
11.8906  1107.8
11.9252  1104.49
11.96  1101.16
11.9952  1097.8
12.0306  1094.42
12.0664  1091.01
12.1025  1087.57
12.1389  1084.11
12.1756  1080.63
12.2127  1077.13
12.25  1073.61
12.2877  1070.07
12.3256  1066.52
12.3639  1062.94
12.4025  1059.35
12.4414  1055.75
12.4806  1052.13
12.5202  1048.5
12.56  1044.85
12.6002  1041.2
12.6406  1037.53
12.6814  1033.86
12.7225  1030.17
12.7639  1026.47
12.8056  1022.77
12.8477  1019.06
12.89  1015.34
12.9327  1011.62
12.9756  1007.89
13.0189  1004.16
13.0625  1000.42
13.1064  996.681
13.1506  992.936
13.1952  989.189
13.24  985.44
13.2852  981.689
13.3306  977.937
13.3764  974.184
13.4225  970.432
13.4689  966.68
13.5156  962.929
13.5627  959.179
13.61  955.431
13.6577  951.686
13.7056  947.943
13.7539  944.204
13.8025  940.469
13.8514  936.737
13.9006  933.01
13.9502  929.288
14  925.572
14.0502  921.865
14.1006  918.165
14.1514  914.475
14.2025  910.795
14.2539  907.124
14.3056  903.463
14.3577  899.81
14.41  896.167
14.4627  892.532
14.5156  888.907
14.5689  885.291
14.6225  881.683
14.6764  878.085
14.7306  874.497
14.7852  870.917
14.84  867.348
14.8952  863.788
14.9506  860.238
15.0064  856.698
15.0625  853.168
15.1189  849.649
15.1756  846.141
15.2327  842.644
15.29  839.157
15.3477  835.682
15.4056  832.218
15.4639  828.766
15.5225  825.325
15.5814  821.896
15.6406  818.479
15.7002  815.075
15.76  811.682
15.8202  808.302
15.8806  804.935
15.9414  801.58
16.0025  798.238
16.0639  794.909
16.1256  791.594
16.1877  788.291
16.25  785.003
16.3127  781.727
16.3756  778.466
16.4389  775.218
16.5025  771.985
16.5664  768.765
16.6306  765.559
16.6952  762.368
16.76  759.19
16.8252  756.026
16.8906  752.876
16.9564  749.741
17.0225  746.619
17.0889  743.513
17.1556  740.421
17.2227  737.344
17.29  734.282
17.3577  731.236
17.4256  728.205
17.4939  725.19
17.5625  722.19
17.6314  719.205
17.7006  716.235
17.7702  713.281
17.84  710.343
17.9102  707.42
17.9806  704.512
18.0514  701.62
18.1225  698.748
18.1939  695.897
18.2656  693.068
18.3377  690.257
18.41  687.464
18.4827  684.688
18.5556  681.935
18.6289  679.207
18.7025  676.501
18.7764  673.815
18.8506  671.147
18.9252  668.495
19  665.858
19.0752  663.239
19.1506  660.64
19.2264  658.058
19.3025  655.493
19.3789  652.941
19.4556  650.915
19.5327  648.809
19.61  646.638
19.6877  644.419
19.7656  642.167
19.8439  639.887
19.9225  637.584
20.0014  635.262
20.0806  632.926
20.1602  630.583
20.24  628.236
20.3202  625.887
20.4006  623.539
20.4814  621.254
20.5625  618.961
20.6439  616.663
20.7256  614.364
20.8077  612.066
20.89  609.769
20.9727  607.477
21.0556  605.19
21.1389  602.91
21.2225  600.638
21.3064  598.375
21.3906  596.121
21.4752  593.877
21.56  591.644
21.6452  589.422
21.7306  587.212
21.8164  585.015
21.9025  582.829
21.9889  580.656
22.0756  578.498
22.1627  576.357
22.25  574.232
22.3377  572.123
22.4256  570.03
22.5139  567.951
22.6025  565.994
22.6914  564.029
22.7806  562.059
22.8702  560.09
22.96  558.122
23.0502  556.159
23.1406  554.203
23.2314  552.254
23.3225  550.314
23.4139  548.383
23.5056  546.463
23.5977  544.553
23.69  542.655
23.7827  540.768
23.8756  538.893
23.9689  537.03
24.0625  535.298
24.1564  533.558
24.2506  531.813
24.3452  530.066
24.44  528.32
24.5352  526.577
24.6306  524.838
24.7264  523.105
24.8225  521.378
24.9189  519.66
25.0156  517.95
25.1127  516.249
25.21  514.558
25.3077  512.878
25.4056  511.208
25.5039  509.549
25.6025  507.901
25.7014  506.264
25.8006  504.639
25.9002  503.025
26  501.424
