5122	
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2008885190	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	1592286728	1507120882	2169616496
	1719406439	2169616496	1904378988	2169616496	2169616496
	1481754098	1507162602	1592308430	1347631221	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	1988824854	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2008840118	1278302741	731316177.7	2169616496
	1062718112	1975306859	731340723.2	738641979.6	2169616496
	2169616496	2169616496	1767006707	2095551406	1156425036
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	250308790.4
	2169616496	2169616496	1812047995	648511096.2	250313456.1
	2169616496	2169616496	2169616496	2169616496	564490540.4
	250316120.6	2169616496	1592351674	808600110.2	2169616496
	2169616496	2008864914	2169616496	1507079695	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2047037717	1156452812
	2169616496	2169616496	564486778.6	250312366.2	2095541722
	1719389086	250314156.3	1278323974	1517023393	731334095.7
	1592317259	1483988980	1988765491	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	1988816634	2169616496	1523527664	2169616496	2169616496
	768167585	731336450.4	250308357.9	2169616496	2169616496
	1156407873	250312014.7	648501192.9	731321039	1532950255
	1709279905	1719450941	2169616496	2008951238	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	2169616496	2169616496	2169616496
	2169616496	2169616496	1720777362	1719401304	2169616496
	2169616496	1602431704	1528434162	1483968809	731312634
